ELECTION,ELECTION,ELECTION,OFFICE TYPE,OFFICE,US CONGRESS,STATE SENATE,STATE ASSEMBLY,COURT OF APPEALS,COUNTY,COUNTY,MUNICIPALITY,MUNICIPALITY,MUNICIPALITY,HINDI,ORDER,REPORTING UNIT,Joan F. Kessler,Scattering ,
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 4",6,14,42,4,39,Marquette,Village,121,Endeavor,39121,2,,44,46,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 4",6,14,41,4,39,Marquette,Village,161,Neshkoro,39161,2,,53,66,1
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 4",6,14,42,4,39,Marquette,Village,165,Oxford,39165,2,,29,45,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 4",6,24,72,4,39,Marquette,Village,191,Westfield,39191,2,Wards 1 & 2,60,142,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 4",6,14,42,4,39,Marquette,City,251,Montello,39251,2,Wards 1 - 4,81,162,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 4",3,31,92,4,42,Monroe,Town,2,Adrian,42002,3,,61,72,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 4",3,31,92,4,42,Monroe,Town,4,Angelo,42004,8,Wards 1 - 3,65,69,1
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 4",3,31,92,4,42,Monroe,Town,6,Byron,42006,2,Wards 1 & 2,33,34,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 4",3,17,50,4,42,Monroe,Town,8,Clifton,42008,2,,24,23,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 4",3,17,50,4,42,Monroe,Town,10,Glendale,42010,2,,41,35,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 4",3,31,92,4,42,Monroe,Town,12,Grant,42012,2,,24,13,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 4",3,31,92,4,42,Monroe,Town,14,Greenfield,42014,2,,33,43,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 4",3,32,96,4,42,Monroe,Town,16,Jefferson,42016,2,,24,27,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 4",3,31,92,4,42,Monroe,Town,18,Lafayette,42018,9,Wards 1 & 2,8,18,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 4",3,31,92,4,42,Monroe,Town,20,La Grange,42020,14,Wards 1 - 3,74,92,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 4",3,32,94,4,42,Monroe,Town,22,Leon,42022,2,,101,80,1
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 4",3,31,92,4,42,Monroe,Town,24,Lincoln,42024,2,,36,25,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 4",3,31,92,4,42,Monroe,Town,26,Little Falls,42026,2,Wards 1 & 2,55,76,1
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 4",3,31,92,4,42,Monroe,Town,28,New Lyme,42028,2,,15,12,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 4",3,31,92,4,42,Monroe,Town,30,Oakdale,42030,2,,22,22,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 4",3,32,94,4,42,Monroe,Town,32,Portland,42032,5,,55,54,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 4",3,32,96,4,42,Monroe,Town,34,Ridgeville,42034,2,,56,72,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 4",3,31,92,4,42,Monroe,Town,36,Scott,42036,2,,5,8,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 4",3,32,96,4,42,Monroe,Town,38,Sheldon,42038,3,,48,41,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 4",3,31,92,4,42,Monroe,Town,40,Sparta,42040,12,Wards 1 - 4,227,232,1
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 4",3,31,92,4,42,Monroe,Town,42,Tomah,42042,2,Wards 1 & 2,61,65,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 4",3,32,96,4,42,Monroe,Town,44,Wellington,42044,8,Wards 1 & 2,51,66,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 4",3,32,96,4,42,Monroe,Town,46,Wells,42046,2,,42,55,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 4",3,32,96,4,42,Monroe,Town,48,Wilton,42048,7,Wards 1 - 3,39,45,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 4",3,32,96,4,42,Monroe,Village,111,Cashton,42111,2,Wards 1 & 2,90,74,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 4",3,17,50,4,42,Monroe,Village,141,Kendall,42141,2,,30,47,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 4",3,32,94,4,42,Monroe,Village,151,Melvina,42151,2,,10,8,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 4",3,32,96,4,42,Monroe,Village,161,Norwalk,42161,2,,50,81,1
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 4",3,31,92,4,42,Monroe,Village,165,Oakdale,42165,2,,9,17,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 4",3,31,92,4,42,Monroe,Village,185,Warrens,42185,2,,11,12,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 4",3,32,96,4,42,Monroe,Village,191,Wilton,42191,2,,43,62,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 4",3,31,92,4,42,Monroe,Village,192,Wyeville,42192,2,,6,7,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 4",3,31,92,4,42,Monroe,City,281,Sparta,42281,76,Wards 1 & 2,118,126,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 4",3,31,92,4,42,Monroe,City,281,Sparta,42281,77,Ward 3,40,55,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 4",3,31,92,4,42,Monroe,City,281,Sparta,42281,78,Ward 4,29,32,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 4",3,31,92,4,42,Monroe,City,281,Sparta,42281,79,Ward 5,49,61,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 4",3,31,92,4,42,Monroe,City,281,Sparta,42281,80,Ward 6,35,34,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 4",3,31,92,4,42,Monroe,City,281,Sparta,42281,81,Wards 7 & 8,63,92,1
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 4",3,31,92,4,42,Monroe,City,281,Sparta,42281,82,Ward 9,26,42,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 4",3,31,92,4,42,Monroe,City,281,Sparta,42281,83,Ward 10,41,47,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 4",3,31,92,4,42,Monroe,City,281,Sparta,42281,84,Wards 11 & 12,113,131,3
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 4",3,31,92,4,42,Monroe,City,281,Sparta,42281,85,Ward 13,56,69,1
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 4",3,31,92,4,42,Monroe,City,281,Sparta,42281,86,Ward 14,8,17,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 4",3,31,92,4,42,Monroe,City,281,Sparta,42281,87,Ward 15,17,16,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 4",3,31,92,4,42,Monroe,City,281,Sparta,42281,88,Wards 16 & 17,113,144,3
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 4",3,31,92,4,42,Monroe,City,286,Tomah,42286,71,Wards 1 & 2,42,36,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 4",3,31,92,4,42,Monroe,City,286,Tomah,42286,72,Ward 3,13,24,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 4",3,31,92,4,42,Monroe,City,286,Tomah,42286,73,Ward 4,12,30,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 4",3,31,92,4,42,Monroe,City,286,Tomah,42286,74,Wards 5 & 6,45,113,2
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 4",3,31,92,4,42,Monroe,City,286,Tomah,42286,75,Ward 7,10,13,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 4",3,31,92,4,42,Monroe,City,286,Tomah,42286,76,Ward 8,57,78,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 4",3,31,92,4,42,Monroe,City,286,Tomah,42286,77,Ward 9,36,49,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 4",3,31,92,4,42,Monroe,City,286,Tomah,42286,78,Ward 10,25,53,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 4",3,31,92,4,42,Monroe,City,286,Tomah,42286,79,Wards 11 & 12,40,63,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 4",3,31,92,4,42,Monroe,City,286,Tomah,42286,80,Wards 13 & 14,62,98,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 4",3,31,92,4,42,Monroe,City,286,Tomah,42286,81,Ward 15,10,19,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 4",3,31,92,4,42,Monroe,City,286,Tomah,42286,82,Ward 16,43,59,1
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 4",7,29,86,4,50,Portage,Town,2,Alban,50002,2,,33,87,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 4",7,24,71,4,50,Portage,Town,4,Almond,50004,2,,34,38,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 4",7,24,71,4,50,Portage,Town,6,Amherst,50006,1,Ward 1,62,103,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 4",7,24,71,4,50,Portage,Town,6,Amherst,50006,2,Ward 2,58,106,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 4",7,24,71,4,50,Portage,Town,8,Belmont,50008,2,,19,28,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 4",7,24,71,4,50,Portage,Town,10,Buena Vista,50010,2,Wards 1 & 2,66,131,1
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 4",7,24,70,4,50,Portage,Town,12,Carson,50012,2,Wards 1 & 2,94,154,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 4",7,24,70,4,50,Portage,Town,14,Dewey,50014,2,,53,132,1
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 4",7,24,70,4,50,Portage,Town,16,Eau Pleine,50016,2,,66,125,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 4",7,24,70,4,50,Portage,Town,18,Grant,50018,5,Wards 1 - 3,52,82,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 4",7,24,70,4,50,Portage,Town,20,Hull,50020,22,Wards 1 - 3,138,319,1
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 4",7,24,70,4,50,Portage,Town,20,Hull,50020,23,Wards 4 & 5,89,231,1
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 4",7,24,70,4,50,Portage,Town,20,Hull,50020,24,Wards 6 - 8,121,293,2
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 4",7,24,71,4,50,Portage,Town,22,Lanark,50022,2,Wards 1 & 2,80,153,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 4",7,24,70,4,50,Portage,Town,24,Linwood,50024,2,Wards 1 & 2,94,168,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 4",7,24,71,4,50,Portage,Town,26,New Hope,50026,2,,35,99,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 4",7,24,71,4,50,Portage,Town,28,Pine Grove,50028,1,Ward 1,23,13,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 4",7,24,71,4,50,Portage,Town,28,Pine Grove,50028,2,Ward 2,12,14,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 4",7,24,70,4,50,Portage,Town,30,Plover,50030,6,"Wards 1, 2 & 4",73,166,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 4",7,24,70,4,50,Portage,Town,32,Sharon,50032,14,Wards 1 & 3,83,194,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 4",7,24,70,4,50,Portage,Town,32,Sharon,50032,15,Ward 2,43,88,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 4",7,24,71,4,50,Portage,Town,34,Stockton,50034,17,Wards 1 & 2,82,189,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 4",7,24,71,4,50,Portage,Town,34,Stockton,50034,18,Wards 3 & 4,101,229,2
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 4",7,24,71,4,50,Portage,Village,101,Almond,50101,2,,22,22,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 4",7,24,71,4,50,Portage,Village,102,Amherst,50102,2,,60,135,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 4",7,24,71,4,50,Portage,Village,103,Amherst Junction,50103,2,,30,39,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 4",7,24,70,4,50,Portage,Village,141,Junction City,50141,2,,23,58,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 4",7,24,70,4,50,Portage,Village,151,Milladore,50151,2,Ward 2,1,2,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 4",7,24,71,4,50,Portage,Village,161,Nelsonville,50161,2,,10,21,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 4",7,24,71,4,50,Portage,Village,171,Park Ridge,50171,2,,52,110,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 4",7,24,71,4,50,Portage,Village,173,Plover,50173,31,Ward 1,77,120,1
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 4",7,24,71,4,50,Portage,Village,173,Plover,50173,32,Wards 2 & 3,130,327,1
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 4",7,24,71,4,50,Portage,Village,173,Plover,50173,33,Wards 4 & 5,164,337,1
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 4",7,24,70,4,50,Portage,Village,173,Plover,50173,34,"Wards 6, 7 & 10",146,322,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 4",7,24,71,4,50,Portage,Village,173,Plover,50173,35,Wards 8 & 9,94,185,1
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 4",7,29,86,4,50,Portage,Village,176,Rosholt,50176,2,,22,54,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 4",7,24,71,4,50,Portage,Village,191,Whiting,50191,2,Wards 1 - 4,105,278,1
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 4",7,24,71,4,50,Portage,City,281,Stevens Point,50281,24,Wards 1 & 2,50,179,3
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 4",7,24,71,4,50,Portage,City,281,Stevens Point,50281,25,Wards 3 & 4,60,105,5
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 4",7,24,71,4,50,Portage,City,281,Stevens Point,50281,26,Wards 5 & 6,54,110,8
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 4",7,24,70,4,50,Portage,City,281,Stevens Point,50281,27,"Wards 7, 8, 23 - 25",85,204,2
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 4",7,24,71,4,50,Portage,City,281,Stevens Point,50281,28,Wards 9 & 10,74,220,2
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 4",7,24,71,4,50,Portage,City,281,Stevens Point,50281,29,Wards 11 & 12,204,438,2
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 4",7,24,70,4,50,Portage,City,281,Stevens Point,50281,30,"Wards 13, 14, 37 - 40",158,357,3
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 4",7,24,70,4,50,Portage,City,281,Stevens Point,50281,32,"Wards 15, 16, 31 - 36 & 42",143,350,4
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 4",7,24,71,4,50,Portage,City,281,Stevens Point,50281,33,Wards 17 & 18,103,237,6
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 4",7,24,71,4,50,Portage,City,281,Stevens Point,50281,34,Wards 19 & 20,105,287,2
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 4",7,24,70,4,50,Portage,City,281,Stevens Point,50281,36,"Wards 21, 22, 26 - 30, 41, 43 - 45",49,123,2
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 4",3,32,96,4,53,Richland,Town,2,Akan,53002,2,,47,6,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 4",3,32,96,4,53,Richland,Town,4,Bloom,53004,2,,68,23,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 4",3,17,51,4,53,Richland,Town,6,Buena Vista,53006,2,Wards 1 & 2,102,29,1
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 4",3,17,49,4,53,Richland,Town,8,Dayton,53008,2,,76,14,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 4",3,17,49,4,53,Richland,Town,10,Eagle,53010,2,,95,23,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 4",3,32,96,4,53,Richland,Town,12,Forest,53012,2,,43,24,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 4",3,32,96,4,53,Richland,Town,14,Henrietta,53014,2,,64,21,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 4",3,17,51,4,53,Richland,Town,16,Ithaca,53016,2,,84,9,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 4",3,17,50,4,53,Richland,Town,18,Marshall,53018,2,,110,16,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 4",3,17,49,4,53,Richland,Town,20,Orion,53020,2,,68,15,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 4",3,17,50,4,53,Richland,Town,22,Richland,53022,2,Wards 1 - 4,205,25,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 4",3,17,49,4,53,Richland,Town,24,Richwood,53024,2,Wards 1 & 2,99,32,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 4",3,17,50,4,53,Richland,Town,26,Rockbridge,53026,2,Wards 1 - 3,129,26,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 4",3,32,96,4,53,Richland,Town,28,Sylvan,53028,2,Wards 1 - 4,65,25,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 4",3,17,50,4,53,Richland,Town,30,Westford,53030,2,Wards 1 & 2,32,40,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 4",3,17,50,4,53,Richland,Town,32,Willow,53032,2,,52,12,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 4",3,17,49,4,53,Richland,Village,106,Boaz,53106,2,,32,11,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 4",3,17,50,4,53,Richland,Village,111,Cazenovia,53111,2,Ward 1,23,16,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 4",3,17,51,4,53,Richland,Village,146,Lone Rock,53146,2,Wards 1 & 2,62,16,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 4",3,32,96,4,53,Richland,Village,186,Viola,53186,2,Ward 2,66,33,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 4",3,32,96,4,53,Richland,Village,196,Yuba,53196,2,,20,5,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 4",3,17,50,4,53,Richland,City,276,Richland Center,53276,13,Wards 1 - 12,735,96,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 4",2,15,43,4,54,Rock,Town,2,Avon,54002,2,,56,111,2
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 4",2,15,43,4,54,Rock,Town,4,Beloit,54004,17,Wards 1 - 3,65,78,2
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 4",2,15,43,4,54,Rock,Town,4,Beloit,54004,18,Wards 4 & 5,20,28,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 4",2,15,43,4,54,Rock,Town,4,Beloit,54004,19,Wards 6 - 9,90,157,1
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 4",1,15,45,4,54,Rock,Town,6,Bradford,54006,2,,34,46,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 4",2,15,43,4,54,Rock,Town,8,Center,54008,4,,40,86,1
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 4",1,15,45,4,54,Rock,Town,10,Clinton,54010,2,,21,53,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 4",2,15,43,4,54,Rock,Town,12,Fulton,54012,2,Wards 1 - 4,132,242,1
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 4",1,15,45,4,54,Rock,Town,14,Harmony,54014,2,Wards 1 - 5,43,70,1
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 4",1,15,43,4,54,Rock,Town,16,Janesville,54016,2,Wards 1 - 6,85,128,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 4",1,15,45,4,54,Rock,Town,18,Johnstown,54018,2,,19,28,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 4",1,15,45,4,54,Rock,Town,20,La Prairie,54020,2,Wards 1 & 2,27,53,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 4",1,15,43,4,54,Rock,Town,22,Lima,54022,2,Wards 1 & 2,28,39,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 4",2,27,80,4,54,Rock,Town,24,Magnolia,54024,2,,43,41,2
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 4",1,15,43,4,54,Rock,Town,26,Milton,54026,2,Wards 1 - 5,47,101,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 4",2,15,43,4,54,Rock,Town,28,Newark,54028,2,Wards 1 & 2,114,216,3
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 4",2,15,43,4,54,Rock,Town,30,Plymouth,54030,2,Wards 1 & 2,108,169,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 4",2,15,43,4,54,Rock,Town,32,Porter,54032,2,,38,83,1
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 4",2,15,43,4,54,Rock,Town,34,Rock,54034,2,Wards 1 - 7,53,104,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 4",2,15,43,4,54,Rock,Town,36,Spring Valley,54036,2,,77,101,1
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 4",1,15,45,4,54,Rock,Town,38,Turtle,54038,3,Wards 1 - 4,106,151,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 4",2,27,80,4,54,Rock,Town,40,Union,54040,2,Wards 1 & 2,53,83,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 4",1,15,45,4,54,Rock,Village,111,Clinton,54111,2,Wards 1 - 3,53,93,2
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 4",2,15,43,4,54,Rock,Village,126,Footville,54126,2,,74,98,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 4",2,15,43,4,54,Rock,Village,165,Orfordville,54165,2,Wards 1 & 2,93,232,5
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 4",2,15,45,4,54,Rock,City,206,Beloit,54206,1,Ward 1,9,18,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 4",2,15,45,4,54,Rock,City,206,Beloit,54206,2,Ward 2,21,35,1
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 4",2,15,45,4,54,Rock,City,206,Beloit,54206,3,Ward 3,11,24,1
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 4",2,15,45,4,54,Rock,City,206,Beloit,54206,4,Ward 4,11,34,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 4",2,15,45,4,54,Rock,City,206,Beloit,54206,5,Ward 5,33,41,1
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 4",2,15,45,4,54,Rock,City,206,Beloit,54206,6,Ward 6,21,25,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 4",2,15,45,4,54,Rock,City,206,Beloit,54206,7,Ward 7,13,16,1
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 4",2,15,45,4,54,Rock,City,206,Beloit,54206,8,Ward 8,13,8,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 4",2,15,45,4,54,Rock,City,206,Beloit,54206,9,Ward 9,12,16,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 4",2,15,45,4,54,Rock,City,206,Beloit,54206,10,Ward 10,10,22,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 4",2,15,45,4,54,Rock,City,206,Beloit,54206,11,Ward 11,6,6,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 4",2,15,45,4,54,Rock,City,206,Beloit,54206,12,Ward 12,5,6,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 4",2,15,45,4,54,Rock,City,206,Beloit,54206,13,Ward 13,8,17,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 4",2,15,45,4,54,Rock,City,206,Beloit,54206,14,Ward 14,7,14,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 4",2,15,45,4,54,Rock,City,206,Beloit,54206,15,Ward 15,9,23,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 4",2,15,45,4,54,Rock,City,206,Beloit,54206,16,Ward 16,10,24,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 4",2,15,45,4,54,Rock,City,206,Beloit,54206,17,Ward 17,6,9,0
